,book_id,title,image_url,url,num_pages,ratings_count,description,genre,name,book_id_mapping
23,9520360,The Son of Neptune The Heroes of Olympus 2,https://images.gr-assets.com/books/1464201114m/9520360.jpg,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,521,307188,"Seven half-bloods shall answer the call,
To storm or fire the world must fall.
An oath to keep with a final breath,
And foes bear arms to the Doors of Death.
Percy is confused.When he awoke from his long sleep, he didn't know much more than his name. His brain fuzz is lingering, even after the wolf Lupa told him he is a demigod and trained him to fight with the pen/sword in his pocket. Somehow Percy manages to make it to a camp for half-bloods, despite the fact that he has to keep killing monsters along the way. But the camp doesn't ring any bells with him. The only thing he can recall from his past is another name: Annabeth.
Hazel is supposed to be dead.When she lived before, she didn't do a very good job of it. Sure, she was an obedient daughter, even when her mother was possessed by greed. But that was the problem -- when the Voice took over her mother and commanded Hazel to use her ""gift"" for an evil purpose, Hazel couldn't say no. Now because of her mistake, the future of the world is at risk. Hazel wished she could ride away from it all on the stallion that appears in her dreams.
Frank is a klutz.His grandmother says he is descended from heroes and can be anything he wants to be, but he doesn't see it. He doesn't even know who his father is. He keeps hoping Apollo will claim him, because the only thing he is good at is archery -- although not good enough to win camp war games. His bulky physique makes him feel like an ox, especially infront of Hazel, his closest friend at camp. He trusts her completely -- enough to share the secret he holds close to his heart.
Beginning at the ""other"" camp for half-bloods and extending as far as the land beyond the gods, this breathtaking second installment of the Heroes of Olympus series introduces new demigods, revives fearsome monsters, and features other remarkable creatures, all destined to play a part in the Prophesy of Seven.","['young-adult', 'fiction', 'children', 'fantasy, paranormal', 'romance']",Rick Riordan,626
24,6936382,Anna and the French Kiss Anna and the French Kiss 1,https://images.gr-assets.com/books/1358271931m/6936382.jpg,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,372,267364,"Anna is looking forward to her senior year in Atlanta, where she has a great job, a loyal best friend, and a crush on the verge of becoming more. Which is why she is less than thrilled about being shipped off to boarding school in Paris--until she meets Etienne St. Clair. Smart, charming, beautiful, Etienne has it all...including a serious girlfriend.
But in the City of Light, wishes have a way of coming true. Will a year of romantic near-misses end with their long-awaited French kiss?","['young-adult', 'romance', 'fiction']",Stephanie Perkins,207
25,7937462,The Short Second Life of Bree Tanner Twilight 35,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,178,147305,"Bree Tanner can barely remember life before she had uncannily powerful senses, superhuman reflexes, and unstoppable physical strength. Life before she had a relentless thirst for blood...life before she became a vampire.
All Bree knows is that living with her fellow newborns has few certainties and even fewer rules: watch your back, don't draw attention to yourself, and above all, make it home by sunrise or die. What she doesn't know: her time as an immortal is quickly running out.
Then Bree finds an unexpected friend in Diego, a newborn just as curious as Bree about their mysterious creator, whom they only know as her. As they come to realize that the newborns are pawns in a game larger than anything they could have imagined, Bree and Diego must choose sides and decide whom to trust. But when everything you know about vampires is based on a lie, how do you find the truth?","['young-adult', 'fantasy, paranormal', 'fiction', 'romance']",Stephenie Meyer,19
26,4502877,Midnight Sun Twilight 15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/4502877-midnight-sun,264,138855,"Midnight Sunis the much anticipated retelling of Twilightfrom Edward Cullen's perspective. An unedited partial draft was illegally leaked onto the internet in 2008; consequently, author Stephenie Meyer put the project on indefinite hold.
Shortly afterward, she posted a letter to her fans on her website including a link to the entire partial draft of the book so that those who wanted to read it could do so legally and with her consent; see URL for more information.
Note:Do not add a cover. Do not add translations. Do not add any other editions.","['young-adult', 'fantasy, paranormal', 'romance', 'fiction']",Stephenie Meyer,760
27,16070903,Fallen Too Far Rosemary Beach 1 Too Far 1,https://images.gr-assets.com/books/1349565157m/16070903.jpg,https://www.goodreads.com/book/show/16070903-fallen-too-far,300,140420,"To want what you're not supposed to have...
She is only nineteen.
She is his new stepfather's daughter.
She is still naive and innocent due to spending the last three years taking care of her sick mother.
But for twenty-four year old Rush Finlay, she is the only thing that has ever been off limits. His famous father's guilt money, his mother's desperation to win his love, and his charm are the three reasons he has never been told no.
Blaire Wynn left her small farmhouse in Alabama, after her mother passed away, to move in with her father and his new wife in their sprawling beach house along the Florida gulf coast. She isn't prepared for the lifestyle change and she knows she'll never fit into this world. Then there is her sexy stepbrother who her father leaves her with for the summer while he runs off to Paris with his wife. Rush is as spoiled as he is gorgeous. He is also getting under her skin. She knows he is anything but good for her and that he'll never be faithful to anyone. He is jaded and has secrets Blaire knows she may never uncover but even knowing all of that...
Blaire just may have fallen too far.","['romance', 'young-adult', 'fiction']",Abbi Glines,282
28,391729,The TellTale Heart and Other Writings,https://images.gr-assets.com/books/1327936583m/391729.jpg,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,448,196577,"Edgar Allan Poe remains the unsurpassed master of works of mystery and madness in this outstanding collection of Poe's prose and poetry are sixteen of his finest tales, including ""The Tell-Tale Heart"", ""The Murders in the Rue Morgue"", ""The Fall of the House of Usher,"" ""The Pit and the Pendulum,"" ""William Wilson,"" ""The Black Cat,"" ""The Cask of Amontillado,"" and ""Eleonora"". Here too is a major selection of what Poe characterized as the passion of his life, his poems - ""The Raven,"" ""Annabel Lee,"" Ulalume,"" ""Lenore,"" ""The Bells,"" and more, plus his glorious prose poem ""Silence - A Fable"" and only full-length novel, The Narrative of Arthur Gordon Pym.","['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'poetry', 'young-adult', 'history, historical fiction, biography']",Edgar Allan Poe,616
29,13642,A Wizard of Earthsea Earthsea Cycle 1,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,183,157732,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth.
Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.","['fiction', 'young-adult', 'fantasy, paranormal', 'children']",Ursula K. Le Guin,706
30,5139,The Devil Wears Prada The Devil Wears Prada 1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,432,675927,"A delightfully dishy novel about the all-time most impossible boss in the history of impossible bosses.
Andrea Sachs, a small-town girl fresh out of college, lands the job ""a million girls would die for."" Hired as the assistant to Miranda Priestly, the high-profile, fabulously successful editor of ""Runway ""magazine, Andrea finds herself in an office that shouts ""Prada! Armani! Versace!"" at every turn, a world populated by impossibly thin, heart-wrenchingly stylish women and beautiful men clad in fine-ribbed turtlenecks and tight leather pants that show off their lifelong dedication to the gym. With breathtaking ease, Miranda can turn each and every one of these hip sophisticates into a scared, whimpering child.
THE DEVIL WEARS PRADA gives a rich and hilarious new meaning to complaints about ""The Boss from Hell."" Narrated in Andrea's smart, refreshingly disarming voice, it traces a deep, dark, devilish view of life at the top only hinted at in gossip columns and over Cosmopolitans at the trendiest cocktail parties. From sending the latest, not-yet-in-stores Harry Potter to Miranda's children in Paris by private jet, to locating an unnamed antique store where Miranda had at some point admired a vintage dresser, to serving lattes to Miranda at precisely the piping hot temperature she prefers, Andrea is sorely tested each and every day--and often late into the night with orders barked over the phone. She puts up with it all by keeping her eyes on the prize: a recommendation from Miranda that will get Andrea a top job at any magazine of her choosing. As things escalate from the merely unacceptable to the downright outrageous, however, Andrea begins to realize that the job a million girls would die for may just kill her. And even if she survives, she has to decide whether or not the job is worth the price of her soul.","['fiction', 'romance', 'young-adult']",Lauren Weisberger,228
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
